speed,impact,duration,power,efficiency,ml_prediction,rule_prediction,final_prediction,player_avg_speed,pro_avg_speed,gap_speed,player_avg_impact,pro_avg_impact,gap_impact,player_avg_duration,pro_avg_duration,gap_duration,player_avg_power,pro_avg_power,gap_power,player_avg_efficiency,pro_avg_efficiency,gap_efficiency,improvement_suggestions
51.8,39.04,0.4,2022.272,97.59975600061,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.16,36.9,0.4,1961.6039999999998,92.24976937557656,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
54.35,38.89,0.43,2113.6715,90.44165013569737,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.31,39.04,1.25,2042.1824000000001,31.23197501441999,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.95,36.44,1.64,1893.058,22.219498646647168,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.63,38.47,0.26,2024.6761000000001,147.960969380887,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.31,39.58,0.4,2070.4298,98.94975262561843,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
53.52,40.14,1.61,2148.2928,24.931661533129482,STRONG,STRONG,STRONG,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
41.96,35.38,0.44,1484.5448000000001,80.40890816157237,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
52.31,38.69,0.34,2023.8739,113.79378295946188,MEDIUM,STRONG,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
51.8,35.79,0.45,1853.9219999999998,79.53315659298535,MEDIUM,MEDIUM,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
45.89,29.24,0.58,1341.8236,50.4137061832652,MEDIUM,WEAK,MEDIUM,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
28.56,15.89,0.39,453.8184,40.743485273114686,WEAK,WEAK,WEAK,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
33.4,21.22,0.21,708.7479999999999,101.04713787077205,WEAK,WEAK,WEAK,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
28.47,20.49,0.2,583.3503,102.44948775256123,WEAK,WEAK,WEAK,47.88,53.51,-5.63,34.72,47.35,-12.63,0.54,0.38,-0.16,1700.34,2532.58,-832.24,77.73,69.01,8.72,Improve wrist acceleration and racket swing speed | Improve smash timing and impact force | Reduce swing execution time for faster response
